transaction_id,customer_id,amount,payment_method,failure_reason,previous_successful_payments,previous_recovery_success,recovery_attempts,customer_annual_value,recovered
TXN-13807,CUST-3361,2584.11,UPI,Temporary Bank/Network Error,9,0,2,95948.29,1
TXN-13808,CUST-1122,11638.16,UPI,Temporary Bank/Network Error,9,0,1,19302.47,1
TXN-13809,CUST-1471,9568.73,Debit Card,Temporary Bank/Network Error,7,1,1,80526.58,1
TXN-13810,CUST-2335,4150.59,UPI,Payment Gateway Timeout,5,1,1,115890.38,1
TXN-13811,CUST-2790,12930.06,UPI,Insufficient Funds,9,1,2,52526.34,0
TXN-13812,CUST-2046,7893.49,UPI,Authentication Failed,8,0,2,144505.18,0
TXN-13813,CUST-1038,3900.86,UPI,Temporary Bank/Network Error,9,1,3,143105.48,1
TXN-13814,CUST-2027,9332.83,UPI,Insufficient Funds,8,0,3,89601.09,0
TXN-13815,CUST-3140,4927.38,Wallet,Payment Gateway Timeout,7,0,3,78360.16,0
TXN-13816,CUST-3106,9611.48,Net Banking,Authentication Failed,12,0,2,72075.78,0
TXN-13817,CUST-3038,7680.07,Debit Card,Insufficient Funds,10,1,1,141839.23,1
TXN-13818,CUST-1666,7893.07,Net Banking,Payment Gateway Timeout,14,1,1,64325.36,1
TXN-13819,CUST-3057,21344.53,Credit Card,Card Expired,8,1,1,103975.52,0
TXN-13820,CUST-2717,9211.54,Debit Card,Insufficient Funds,7,1,1,75529.66,0
TXN-13821,CUST-1916,9982.12,Net Banking,Authentication Failed,9,1,1,124473.52,1
TXN-13822,CUST-3310,8815.69,UPI,Insufficient Funds,8,0,3,43492.73,0
TXN-13823,CUST-2677,3279.8,Debit Card,Insufficient Funds,9,0,2,111190.7,0
TXN-13824,CUST-2628,5421.02,UPI,Card Expired,6,0,1,63305.29,0
TXN-13825,CUST-2059,13911.56,UPI,Payment Gateway Timeout,6,1,3,49442.83,1
TXN-13826,CUST-3356,4784.08,Credit Card,Temporary Bank/Network Error,4,0,2,63696.85,0
TXN-13827,CUST-1907,5458.25,UPI,Authentication Failed,11,0,1,50022.05,0
TXN-13828,CUST-3092,13914.19,UPI,Temporary Bank/Network Error,8,1,0,29605.05,1
TXN-13829,CUST-1166,3952.96,UPI,Temporary Bank/Network Error,5,0,2,60117.36,0
TXN-13830,CUST-1322,6281.25,Debit Card,Insufficient Funds,8,1,1,69783.96,0
TXN-13831,CUST-1477,11439.72,UPI,Insufficient Funds,8,0,1,86988.41,0
TXN-13832,CUST-2398,5698.4,Credit Card,Temporary Bank/Network Error,10,0,2,70632.27,1
TXN-13833,CUST-2430,5526.35,Credit Card,Temporary Bank/Network Error,13,0,2,31077.08,1
TXN-13834,CUST-2607,5011.4,Debit Card,Authentication Failed,6,1,0,100896.12,0
TXN-13835,CUST-2354,6051.59,UPI,Insufficient Funds,11,0,1,93650.59,0
TXN-13836,CUST-2869,6886.06,Credit Card,Insufficient Funds,7,0,3,36179.1,0
TXN-13837,CUST-2414,8901.9,Net Banking,Authentication Failed,10,1,2,39882.57,0
TXN-13838,CUST-1033,19187.14,UPI,Card Expired,5,1,1,124292.13,0
TXN-13839,CUST-1618,5719.65,Debit Card,Authentication Failed,8,0,0,104822.46,0
TXN-13840,CUST-1148,6201.86,UPI,Temporary Bank/Network Error,2,0,0,115300.09,0
TXN-13841,CUST-1367,3195.62,UPI,Card Expired,6,0,1,87156.97,0
TXN-13842,CUST-3194,2231.28,Credit Card,Temporary Bank/Network Error,6,1,1,94519.48,1
TXN-13843,CUST-1903,8913.03,UPI,Temporary Bank/Network Error,6,1,1,27145.66,1
TXN-13844,CUST-3424,7313.32,UPI,Payment Gateway Timeout,2,0,2,106984.01,0
TXN-13845,CUST-2013,8471.51,Debit Card,Insufficient Funds,8,0,3,63328.05,0
TXN-13846,CUST-3357,6007.27,Credit Card,Insufficient Funds,11,0,0,69716.25,0
TXN-13847,CUST-3293,7351.92,Credit Card,Authentication Failed,6,0,2,52130.05,0
TXN-13848,CUST-1919,6125.26,Net Banking,Insufficient Funds,8,0,1,66536.29,0
TXN-13849,CUST-2557,5130.63,UPI,Authentication Failed,7,1,2,38634.53,0
TXN-13850,CUST-3475,4749.7,Debit Card,Temporary Bank/Network Error,8,1,3,142031.78,1
TXN-13851,CUST-3186,8072.89,UPI,Authentication Failed,7,0,0,27765.38,0
TXN-13852,CUST-1634,33638.89,Net Banking,Temporary Bank/Network Error,7,1,3,193439.61,1
TXN-13853,CUST-2760,2299.71,Net Banking,Card Expired,4,1,3,47671.51,0
TXN-13854,CUST-2225,5805.6,Debit Card,Temporary Bank/Network Error,8,0,3,98528.42,0
TXN-13855,CUST-1895,8451.02,Debit Card,Temporary Bank/Network Error,13,1,2,29673.42,1
TXN-13856,CUST-2986,7097.77,Credit Card,Insufficient Funds,7,1,1,42314.26,0
TXN-13857,CUST-2487,9321.39,Credit Card,Temporary Bank/Network Error,5,1,1,39149.17,1
TXN-13858,CUST-2300,6365.19,Net Banking,Authentication Failed,9,0,0,57675.04,0
TXN-13859,CUST-1864,11651.37,Credit Card,Insufficient Funds,10,0,1,78497.47,0
TXN-13860,CUST-1218,5766.89,Net Banking,Temporary Bank/Network Error,6,1,1,62968.03,1
TXN-13861,CUST-2212,6172.81,Credit Card,Insufficient Funds,4,1,4,133427.49,0
TXN-13862,CUST-1771,5824.55,UPI,Temporary Bank/Network Error,8,0,1,170048.33,1
TXN-13863,CUST-2804,16845.34,Wallet,Card Expired,5,0,1,56400.98,0
TXN-13864,CUST-1905,3999.61,Credit Card,Insufficient Funds,7,1,3,41906.46,0
TXN-13865,CUST-2773,4512.78,Credit Card,Card Expired,10,0,1,29807.83,0
TXN-13866,CUST-3212,7490.99,Credit Card,Insufficient Funds,10,0,1,75583.13,0
TXN-13867,CUST-1974,7241.07,Credit Card,Temporary Bank/Network Error,8,1,2,37374.86,1
TXN-13868,CUST-1929,1685.39,Net Banking,Insufficient Funds,8,0,0,76885.72,0
TXN-13869,CUST-2017,4492.19,Credit Card,Authentication Failed,9,0,2,68552.56,0
TXN-13870,CUST-3292,4260.82,Wallet,Payment Gateway Timeout,7,0,4,61911.53,0
TXN-13871,CUST-1202,8387.21,Debit Card,Insufficient Funds,10,1,2,42514.46,0
TXN-13872,CUST-2120,4852.21,UPI,Card Expired,7,1,3,64052.41,0
TXN-13873,CUST-1557,4320.92,UPI,Temporary Bank/Network Error,9,0,3,26913.29,1
TXN-13874,CUST-1153,8227.77,Wallet,Temporary Bank/Network Error,6,0,1,83551.0,0
TXN-13875,CUST-2824,4941.24,UPI,Payment Gateway Timeout,10,1,2,51678.62,1
TXN-13876,CUST-1079,12161.21,UPI,Payment Gateway Timeout,10,0,2,57342.65,1
TXN-13877,CUST-2278,13603.28,Debit Card,Payment Gateway Timeout,5,0,3,121701.81,0
TXN-13878,CUST-2542,9615.53,Credit Card,Payment Gateway Timeout,6,1,0,120780.47,1
TXN-13879,CUST-2980,8911.1,Debit Card,Authentication Failed,8,1,0,109070.24,1
TXN-13880,CUST-2780,7296.73,UPI,Payment Gateway Timeout,11,0,1,145388.99,1
TXN-13881,CUST-1936,5310.37,UPI,Temporary Bank/Network Error,5,1,1,46586.02,1
TXN-13882,CUST-2106,9278.42,UPI,Insufficient Funds,3,0,1,112006.83,0
TXN-13883,CUST-2556,11267.79,Wallet,Insufficient Funds,6,0,2,31158.62,0
TXN-13884,CUST-2929,5473.38,Debit Card,Authentication Failed,5,0,0,65683.04,0
TXN-13885,CUST-1532,5588.86,UPI,Temporary Bank/Network Error,8,0,2,69636.14,1
TXN-13886,CUST-2013,3525.37,Credit Card,Authentication Failed,13,0,1,54623.33,1
TXN-13887,CUST-2907,3669.54,UPI,Temporary Bank/Network Error,8,1,1,84504.9,1
TXN-13888,CUST-1134,14476.23,UPI,Insufficient Funds,12,1,6,65737.9,0
TXN-13889,CUST-3441,13817.91,UPI,Temporary Bank/Network Error,8,1,3,59093.02,1
TXN-13890,CUST-2584,10586.37,UPI,Insufficient Funds,6,0,2,79886.94,0
TXN-13891,CUST-2612,6854.11,UPI,Temporary Bank/Network Error,11,1,3,45329.02,1
TXN-13892,CUST-1309,6461.13,Wallet,Insufficient Funds,6,0,0,50692.65,0
TXN-13893,CUST-3434,7695.06,Credit Card,Authentication Failed,7,0,1,69603.18,0
TXN-13894,CUST-1078,5781.29,Credit Card,Temporary Bank/Network Error,7,1,1,106143.02,1
TXN-13895,CUST-1632,10980.68,UPI,Insufficient Funds,7,1,2,34049.46,0
TXN-13896,CUST-1910,3919.8,Credit Card,Payment Gateway Timeout,7,0,0,40605.78,1
TXN-13897,CUST-1895,5193.82,UPI,Insufficient Funds,6,0,1,107523.88,0
TXN-13898,CUST-1287,2735.15,Credit Card,Temporary Bank/Network Error,6,1,1,80120.82,1
TXN-13899,CUST-2677,5303.58,UPI,Authentication Failed,10,0,1,101736.53,0
TXN-13900,CUST-1034,8668.92,Credit Card,Insufficient Funds,6,1,0,73624.97,0
TXN-13901,CUST-2765,2415.24,Debit Card,Insufficient Funds,10,1,1,75890.68,1
TXN-13902,CUST-2666,7149.89,UPI,Authentication Failed,10,0,0,25221.24,0
TXN-13903,CUST-2704,11069.14,Debit Card,Authentication Failed,6,0,2,71522.39,0
TXN-13904,CUST-3155,10333.86,UPI,Authentication Failed,12,0,0,52133.93,1
TXN-13905,CUST-1405,3603.84,Debit Card,Temporary Bank/Network Error,6,0,0,82164.12,1
TXN-13906,CUST-2013,22086.4,UPI,Temporary Bank/Network Error,4,0,1,159680.07,0
TXN-13907,CUST-2201,15439.22,Debit Card,Authentication Failed,3,1,1,99359.17,0
TXN-13908,CUST-3186,8565.05,Debit Card,Authentication Failed,12,0,2,63752.2,0
TXN-13909,CUST-3231,5535.36,Credit Card,Insufficient Funds,8,0,2,96316.41,0
TXN-13910,CUST-2538,3330.42,Credit Card,Authentication Failed,9,1,1,130414.38,1
TXN-13911,CUST-1118,4102.67,UPI,Payment Gateway Timeout,6,0,5,108964.74,0
TXN-13912,CUST-2669,12292.59,Net Banking,Insufficient Funds,10,0,1,91290.29,0
TXN-13913,CUST-2812,8356.54,UPI,Card Expired,6,0,2,73085.26,0
TXN-13914,CUST-3077,4225.47,UPI,Authentication Failed,10,0,2,137247.11,0
TXN-13915,CUST-3363,2862.09,Credit Card,Insufficient Funds,7,1,2,55640.41,0
TXN-13916,CUST-1486,7376.99,UPI,Authentication Failed,4,1,0,76002.17,0
TXN-13917,CUST-1306,3948.22,UPI,Authentication Failed,8,0,1,135494.84,0
TXN-13918,CUST-1725,3269.98,Debit Card,Temporary Bank/Network Error,3,1,3,89959.41,0
TXN-13919,CUST-1774,5916.97,UPI,Card Expired,4,1,2,93217.52,0
TXN-13920,CUST-3346,3771.76,UPI,Temporary Bank/Network Error,4,1,0,107549.29,1
TXN-13921,CUST-2627,2027.63,Net Banking,Temporary Bank/Network Error,5,1,0,107104.11,1
TXN-13922,CUST-1871,8758.0,Credit Card,Payment Gateway Timeout,5,0,1,51722.34,0
TXN-13923,CUST-1271,6145.17,Credit Card,Temporary Bank/Network Error,9,1,3,71253.48,1
TXN-13924,CUST-2533,4480.14,Credit Card,Temporary Bank/Network Error,8,1,1,137689.52,1
TXN-13925,CUST-2285,10162.28,Debit Card,Temporary Bank/Network Error,7,0,2,54000.71,0
TXN-13926,CUST-1363,9928.18,Credit Card,Insufficient Funds,5,1,0,147473.2,0
TXN-13927,CUST-1249,14293.03,Net Banking,Insufficient Funds,7,0,1,76679.41,0
TXN-13928,CUST-1328,5683.23,Credit Card,Card Expired,3,0,3,99989.47,0
TXN-13929,CUST-1320,16752.1,Debit Card,Authentication Failed,8,1,1,109096.64,0
TXN-13930,CUST-3213,12026.53,Credit Card,Insufficient Funds,2,1,2,109296.38,0
TXN-13931,CUST-1598,11524.17,Wallet,Insufficient Funds,7,0,3,57811.79,0
TXN-13932,CUST-1986,9204.33,Credit Card,Card Expired,5,0,1,127020.8,0
TXN-13933,CUST-1195,4067.69,UPI,Card Expired,10,1,1,86640.51,1
TXN-13934,CUST-2164,4517.65,Credit Card,Temporary Bank/Network Error,6,1,1,71299.83,1
TXN-13935,CUST-1657,5225.95,Net Banking,Insufficient Funds,9,1,4,65183.42,0
TXN-13936,CUST-2992,8253.79,UPI,Payment Gateway Timeout,6,1,3,65175.33,1
TXN-13937,CUST-1932,5168.17,Net Banking,Temporary Bank/Network Error,15,0,4,67447.07,1
TXN-13938,CUST-2120,11559.17,Debit Card,Insufficient Funds,5,0,0,143435.49,0
TXN-13939,CUST-3470,13583.66,UPI,Card Expired,5,1,0,54230.06,0
TXN-13940,CUST-1119,9036.49,Credit Card,Payment Gateway Timeout,4,1,1,101135.96,1
TXN-13941,CUST-3375,3567.02,UPI,Temporary Bank/Network Error,9,0,0,36669.83,1
TXN-13942,CUST-2065,10457.04,Wallet,Authentication Failed,6,1,1,96067.23,0
TXN-13943,CUST-1252,10327.57,Debit Card,Card Expired,9,1,1,51926.47,0
TXN-13944,CUST-1553,4958.75,UPI,Authentication Failed,11,1,0,200458.84,1
TXN-13945,CUST-1048,4102.82,Net Banking,Insufficient Funds,6,0,2,44113.0,0
TXN-13946,CUST-2181,8318.89,UPI,Insufficient Funds,5,1,0,30940.38,0
TXN-13947,CUST-2874,5992.87,Net Banking,Payment Gateway Timeout,6,1,1,34090.33,1
TXN-13948,CUST-3168,10795.4,UPI,Authentication Failed,7,1,3,57240.32,0
TXN-13949,CUST-2453,7490.78,Debit Card,Payment Gateway Timeout,11,0,1,66579.66,1
TXN-13950,CUST-1336,4799.61,Wallet,Authentication Failed,7,1,1,134838.46,0
TXN-13951,CUST-3500,2573.57,UPI,Temporary Bank/Network Error,7,0,3,92424.89,0
TXN-13952,CUST-3270,4731.88,UPI,Payment Gateway Timeout,14,1,3,57705.29,1
TXN-13953,CUST-3282,7182.49,Net Banking,Payment Gateway Timeout,5,1,1,165919.92,1
TXN-13954,CUST-3377,5396.04,UPI,Card Expired,12,1,1,51653.51,1
TXN-13955,CUST-2303,4913.51,Credit Card,Insufficient Funds,6,1,4,94050.38,0
TXN-13956,CUST-1551,8630.55,UPI,Temporary Bank/Network Error,13,0,3,76245.67,1
TXN-13957,CUST-2159,13190.7,UPI,Temporary Bank/Network Error,14,1,2,69781.16,1
TXN-13958,CUST-3043,8374.2,Credit Card,Card Expired,8,1,5,65662.47,0
TXN-13959,CUST-2177,6158.08,Credit Card,Insufficient Funds,10,0,2,196389.08,0
TXN-13960,CUST-2743,17899.43,Net Banking,Temporary Bank/Network Error,7,1,2,134622.58,1
TXN-13961,CUST-2592,7795.61,UPI,Insufficient Funds,3,0,2,56463.71,0
TXN-13962,CUST-1146,6914.85,Credit Card,Temporary Bank/Network Error,10,0,1,148352.8,1
TXN-13963,CUST-1104,6443.44,UPI,Card Expired,5,0,0,71928.05,0
TXN-13964,CUST-1558,14081.25,UPI,Card Expired,12,0,2,58349.4,0
TXN-13965,CUST-2023,3000.45,Credit Card,Insufficient Funds,12,0,1,57797.81,0
TXN-13966,CUST-2954,3747.9,Net Banking,Card Expired,10,0,2,88196.55,0
TXN-13967,CUST-1571,14086.49,UPI,Temporary Bank/Network Error,13,1,0,85501.74,1
TXN-13968,CUST-2977,7930.97,UPI,Card Expired,9,1,0,29242.28,1
TXN-13969,CUST-2944,22114.79,Net Banking,Card Expired,10,0,2,251681.97,0
TXN-13970,CUST-2363,9089.37,UPI,Payment Gateway Timeout,7,0,2,113240.54,0
TXN-13971,CUST-3036,17721.37,Debit Card,Authentication Failed,11,0,3,43800.11,0
TXN-13972,CUST-3344,3070.33,UPI,Authentication Failed,8,0,3,93745.92,0
TXN-13973,CUST-3402,3238.18,UPI,Card Expired,7,1,4,79694.27,0
TXN-13974,CUST-1484,4746.58,UPI,Payment Gateway Timeout,6,0,4,110355.73,0
TXN-13975,CUST-3340,5896.85,Credit Card,Payment Gateway Timeout,7,0,1,44246.84,0
TXN-13976,CUST-2784,8268.41,UPI,Payment Gateway Timeout,8,0,0,86398.53,1
TXN-13977,CUST-2836,27112.67,UPI,Temporary Bank/Network Error,9,0,1,63416.35,1
TXN-13978,CUST-1812,4409.83,Net Banking,Payment Gateway Timeout,10,1,4,125472.65,1
TXN-13979,CUST-2820,9710.91,UPI,Temporary Bank/Network Error,5,1,2,70520.44,1
TXN-13980,CUST-1485,4102.07,Credit Card,Temporary Bank/Network Error,9,0,4,27485.85,0
TXN-13981,CUST-3363,3807.69,Credit Card,Payment Gateway Timeout,8,0,1,61825.67,1
TXN-13982,CUST-1458,5101.21,UPI,Temporary Bank/Network Error,6,1,0,106180.95,1
TXN-13983,CUST-1201,6646.66,Net Banking,Temporary Bank/Network Error,5,1,1,156190.57,1
TXN-13984,CUST-1108,14928.9,Credit Card,Temporary Bank/Network Error,5,0,1,56569.2,0
TXN-13985,CUST-2443,7292.61,Net Banking,Authentication Failed,16,0,1,25987.35,1
TXN-13986,CUST-3438,9375.53,Credit Card,Temporary Bank/Network Error,10,1,4,47478.33,1
TXN-13987,CUST-1448,7761.11,Credit Card,Card Expired,4,0,2,141728.33,0
TXN-13988,CUST-1990,5438.67,Debit Card,Temporary Bank/Network Error,6,1,1,126590.71,1
TXN-13989,CUST-1122,11293.74,UPI,Payment Gateway Timeout,7,1,4,60528.83,1
TXN-13990,CUST-1379,21995.54,UPI,Insufficient Funds,2,0,1,47235.8,0
TXN-13991,CUST-1921,8623.47,UPI,Temporary Bank/Network Error,7,0,2,127419.9,1
TXN-13992,CUST-3054,9514.01,UPI,Payment Gateway Timeout,3,0,1,125911.19,0
TXN-13993,CUST-1091,4482.95,Credit Card,Insufficient Funds,14,0,0,214519.21,1
TXN-13994,CUST-2195,10179.23,UPI,Insufficient Funds,10,1,2,96986.37,1
TXN-13995,CUST-1982,10172.12,Credit Card,Authentication Failed,6,1,1,69315.43,0
TXN-13996,CUST-2922,8970.39,Credit Card,Insufficient Funds,8,1,2,97160.54,0
TXN-13997,CUST-3194,2374.09,Debit Card,Temporary Bank/Network Error,6,0,3,50492.04,0
TXN-13998,CUST-1920,8895.92,Credit Card,Temporary Bank/Network Error,5,1,2,85058.55,1
TXN-13999,CUST-2462,2467.96,UPI,Insufficient Funds,6,0,2,89891.19,0
TXN-14000,CUST-3332,5839.99,UPI,Insufficient Funds,7,1,1,129428.5,0
TXN-14001,CUST-1862,8701.9,UPI,Insufficient Funds,10,0,3,78881.37,0
TXN-14002,CUST-1096,9025.17,Credit Card,Temporary Bank/Network Error,6,1,2,91522.97,1
TXN-14003,CUST-1550,3832.59,Net Banking,Insufficient Funds,9,0,3,167169.61,0
TXN-14004,CUST-1526,7616.13,UPI,Temporary Bank/Network Error,11,0,0,99448.42,1
TXN-14005,CUST-1136,3380.42,Credit Card,Temporary Bank/Network Error,12,0,1,59580.91,1
TXN-14006,CUST-1882,3748.97,UPI,Insufficient Funds,10,0,2,117474.04,0
TXN-14007,CUST-2274,8694.86,UPI,Insufficient Funds,10,0,1,38520.83,0
TXN-14008,CUST-1240,8340.17,UPI,Insufficient Funds,10,0,0,165158.74,1
TXN-14009,CUST-2609,18530.97,Net Banking,Card Expired,7,1,1,114291.04,0
TXN-14010,CUST-3236,5131.27,Net Banking,Temporary Bank/Network Error,7,0,0,151714.5,1
TXN-14011,CUST-3053,4064.09,Debit Card,Temporary Bank/Network Error,13,1,2,73826.34,1
TXN-14012,CUST-1995,3943.58,Credit Card,Temporary Bank/Network Error,6,1,0,89467.54,1
TXN-14013,CUST-1992,7717.95,Debit Card,Authentication Failed,11,0,1,135847.47,0
TXN-14014,CUST-2755,4395.8,Debit Card,Insufficient Funds,8,0,1,88022.21,0
TXN-14015,CUST-3274,4842.87,Credit Card,Temporary Bank/Network Error,6,1,1,131603.06,1
TXN-14016,CUST-2850,8733.25,Debit Card,Insufficient Funds,5,1,1,94885.99,0
TXN-14017,CUST-2319,5156.18,Debit Card,Authentication Failed,2,0,2,64469.89,0
TXN-14018,CUST-3007,6104.95,Credit Card,Card Expired,10,0,1,65839.29,0
TXN-14019,CUST-1306,9350.34,Debit Card,Temporary Bank/Network Error,7,0,3,61452.14,0
TXN-14020,CUST-1944,4172.53,Debit Card,Payment Gateway Timeout,5,1,0,46880.47,1
TXN-14021,CUST-3217,3586.3,Debit Card,Card Expired,9,1,1,88600.24,1
TXN-14022,CUST-1250,5124.73,Debit Card,Payment Gateway Timeout,8,1,0,206554.91,1
TXN-14023,CUST-2757,3925.2,UPI,Insufficient Funds,5,0,0,58471.14,0
TXN-14024,CUST-1328,6576.98,Debit Card,Payment Gateway Timeout,8,0,1,44708.09,0
TXN-14025,CUST-1561,6226.09,UPI,Insufficient Funds,5,1,5,59800.44,0
TXN-14026,CUST-3073,7033.0,UPI,Payment Gateway Timeout,3,1,1,64891.14,1
TXN-14027,CUST-2397,16293.07,Credit Card,Payment Gateway Timeout,3,1,1,128143.45,1
TXN-14028,CUST-2033,1643.79,UPI,Insufficient Funds,8,1,1,107057.94,1
TXN-14029,CUST-2995,10122.99,Credit Card,Authentication Failed,10,0,3,37999.3,0
TXN-14030,CUST-1863,10376.44,UPI,Temporary Bank/Network Error,10,0,3,48887.49,1
TXN-14031,CUST-1205,10470.28,UPI,Insufficient Funds,10,0,3,62759.0,0
TXN-14032,CUST-2160,2026.97,Credit Card,Insufficient Funds,9,0,0,86747.23,0
TXN-14033,CUST-3174,10954.04,Net Banking,Insufficient Funds,15,1,2,143898.74,1
TXN-14034,CUST-1695,7974.49,UPI,Temporary Bank/Network Error,11,0,0,48039.48,1
TXN-14035,CUST-2851,7675.53,Credit Card,Temporary Bank/Network Error,8,1,4,133438.97,1
TXN-14036,CUST-2531,5782.46,UPI,Insufficient Funds,5,0,3,79409.31,0
TXN-14037,CUST-1922,8357.42,Wallet,Insufficient Funds,4,0,2,72225.03,0
TXN-14038,CUST-1687,2927.08,Debit Card,Payment Gateway Timeout,5,0,1,205068.1,0
TXN-14039,CUST-2094,4110.11,Debit Card,Temporary Bank/Network Error,8,0,2,111073.55,1
TXN-14040,CUST-3323,2393.72,Credit Card,Temporary Bank/Network Error,11,1,0,154969.5,1
TXN-14041,CUST-1555,12309.51,Debit Card,Authentication Failed,5,1,2,46321.59,0
TXN-14042,CUST-2916,6443.15,UPI,Insufficient Funds,10,1,1,91144.05,1
TXN-14043,CUST-1784,15684.37,Net Banking,Temporary Bank/Network Error,7,0,2,90739.11,0
TXN-14044,CUST-1177,4768.21,UPI,Card Expired,9,0,2,71959.43,0
TXN-14045,CUST-3026,7192.62,UPI,Authentication Failed,5,1,1,51862.25,0
TXN-14046,CUST-1216,12922.06,Wallet,Temporary Bank/Network Error,5,1,2,54361.27,1
TXN-14047,CUST-2510,8465.37,UPI,Authentication Failed,8,1,1,61474.44,1
TXN-14048,CUST-2203,9029.13,Credit Card,Temporary Bank/Network Error,8,0,1,29697.46,1
TXN-14049,CUST-2611,10801.34,Net Banking,Temporary Bank/Network Error,5,1,2,83529.83,1
TXN-14050,CUST-1613,6241.85,Credit Card,Card Expired,7,0,1,45972.82,0
TXN-14051,CUST-1688,6797.45,Net Banking,Authentication Failed,10,0,0,127983.26,0
TXN-14052,CUST-1471,2918.44,UPI,Authentication Failed,9,1,0,41711.88,1
TXN-14053,CUST-2685,4424.67,Net Banking,Payment Gateway Timeout,7,0,2,88186.11,0
TXN-14054,CUST-3244,6430.19,Debit Card,Insufficient Funds,9,1,3,60048.07,0
TXN-14055,CUST-2055,4546.53,Net Banking,Temporary Bank/Network Error,4,1,1,59192.24,1
TXN-14056,CUST-2729,11949.86,Credit Card,Card Expired,13,0,1,105493.49,0
TXN-14057,CUST-2632,21297.23,Credit Card,Authentication Failed,8,0,0,42400.85,0
TXN-14058,CUST-2710,11290.57,Debit Card,Card Expired,5,1,4,83116.15,0
TXN-14059,CUST-2393,3668.23,Debit Card,Temporary Bank/Network Error,6,1,1,32178.33,1
TXN-14060,CUST-3350,17660.62,UPI,Authentication Failed,3,1,5,99232.07,0
TXN-14061,CUST-2500,14959.92,UPI,Temporary Bank/Network Error,8,0,4,96971.72,0
TXN-14062,CUST-1326,2819.79,Credit Card,Authentication Failed,5,1,1,66498.55,0
TXN-14063,CUST-3219,13090.72,UPI,Temporary Bank/Network Error,6,0,2,91659.07,0
TXN-14064,CUST-2267,4672.86,Wallet,Card Expired,9,0,1,30635.62,0
TXN-14065,CUST-2908,6857.87,Debit Card,Payment Gateway Timeout,6,0,1,95670.01,0
TXN-14066,CUST-1109,6106.07,UPI,Card Expired,4,1,3,57252.4,0
TXN-14067,CUST-1327,4480.9,Credit Card,Temporary Bank/Network Error,9,1,1,75147.56,1
TXN-14068,CUST-2834,4843.39,Wallet,Temporary Bank/Network Error,8,1,2,68144.28,1
TXN-14069,CUST-1783,3407.86,Debit Card,Authentication Failed,9,0,1,29860.34,0
TXN-14070,CUST-2519,5718.84,Credit Card,Authentication Failed,4,0,2,159270.72,0
TXN-14071,CUST-2038,10327.02,UPI,Authentication Failed,4,1,0,81601.72,0
TXN-14072,CUST-2967,6341.18,Net Banking,Insufficient Funds,5,1,3,39321.23,0
TXN-14073,CUST-1379,7455.89,Debit Card,Temporary Bank/Network Error,6,1,2,132899.4,1
TXN-14074,CUST-1074,4883.38,Wallet,Card Expired,12,0,0,52619.75,0
TXN-14075,CUST-2879,13115.28,Debit Card,Insufficient Funds,12,0,0,43803.62,0
TXN-14076,CUST-2871,8166.81,Credit Card,Temporary Bank/Network Error,7,0,3,56657.91,0
TXN-14077,CUST-2183,10709.43,UPI,Authentication Failed,9,1,2,59344.47,1
TXN-14078,CUST-1969,10584.52,Debit Card,Insufficient Funds,7,1,4,62130.47,0
TXN-14079,CUST-1440,4272.52,Credit Card,Payment Gateway Timeout,9,1,0,60151.71,1
TXN-14080,CUST-1382,8661.62,Debit Card,Insufficient Funds,10,1,3,150441.42,0
TXN-14081,CUST-2493,4919.39,Credit Card,Temporary Bank/Network Error,8,1,1,86061.02,1
TXN-14082,CUST-3161,2490.18,Wallet,Temporary Bank/Network Error,12,1,2,32535.03,1
TXN-14083,CUST-1408,3698.85,Credit Card,Payment Gateway Timeout,7,0,2,119402.79,0
TXN-14084,CUST-1818,8347.78,UPI,Card Expired,12,0,2,149388.61,0
TXN-14085,CUST-2313,4273.89,Credit Card,Insufficient Funds,7,0,1,25952.96,0
TXN-14086,CUST-1806,2316.3,Debit Card,Temporary Bank/Network Error,13,0,1,140189.06,1
TXN-14087,CUST-1294,9184.66,UPI,Payment Gateway Timeout,12,0,3,70724.47,1
TXN-14088,CUST-3006,10014.1,Debit Card,Temporary Bank/Network Error,6,0,1,108482.04,0
TXN-14089,CUST-2331,18542.82,UPI,Authentication Failed,3,0,3,103851.17,0
TXN-14090,CUST-2241,2302.39,UPI,Insufficient Funds,5,0,2,57326.87,0
TXN-14091,CUST-2306,14512.85,UPI,Insufficient Funds,3,1,0,50172.71,0
TXN-14092,CUST-3317,5959.63,UPI,Payment Gateway Timeout,7,0,0,26963.61,1
TXN-14093,CUST-1181,8793.13,Debit Card,Temporary Bank/Network Error,9,1,1,82697.19,1
TXN-14094,CUST-1342,19461.57,Net Banking,Authentication Failed,7,1,1,95104.29,0
TXN-14095,CUST-1952,6997.28,UPI,Card Expired,9,1,1,133400.81,1
TXN-14096,CUST-2546,7113.61,UPI,Payment Gateway Timeout,9,0,1,95239.36,1
TXN-14097,CUST-2063,4509.71,Credit Card,Card Expired,6,1,0,80197.8,0
TXN-14098,CUST-1243,14173.82,Debit Card,Insufficient Funds,10,1,5,63221.1,0
TXN-14099,CUST-1869,6945.4,Net Banking,Temporary Bank/Network Error,6,0,0,73027.51,1
